Trampa,Tau,Error Tau,Pc,Temperatura,Intensidad,Error Intensidad,tph,Máscara,p-valor
"(104, 160)",0.006944641725182823,0.0001730281012395919,0.7307481065747853,180,"[42.443153381347656, 16.42410659790039, 14.951786041259766, 65.04657745361328, 67.03229522705078, 86.67247009277344, 148.73406982421875, 108.99687194824219, 140.4388427734375, 134.59463500976562, 177.26368713378906, 380.4254455566406, 496.2477722167969, 553.610595703125, 764.8189086914062, 979.768310546875, 1119.810546875, 1301.2525634765625, 1394.5655517578125, 1306.068115234375, 1293.341796875, 1057.0927734375, 864.8986206054688, 569.1617431640625, 298.140625]","[50.13894623521864, 50.138825659253385, 50.13837656386747, 50.139593763819796, 50.137402341963785, 50.13877265107469, 50.13847044579002, 50.13778571410573, 50.13834369731554, 50.1388598915743, 50.140040516392446, 50.13821677620335, 50.13779882871901, 50.13732510353643, 50.136695675743084, 50.13615882977757, 50.13703479797592, 50.13884967789325, 50.137773418122585, 50.13866571608683, 50.136370400144756, 50.1381881015018, 50.135813251142565, 50.13945079057727, 50.13909457558485]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03 6.82666667e-03 1.02400000e-02
 1.36533333e-02]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False]",0.6542891632017467
"(451, 209)",0.03688012191733189,0.003099585070298871,0.43581987405030476,180,"[22.552976608276367, 32.39285659790039, 44.72127914428711, 10.784523010253906, 18.810714721679688, 74.35179138183594, 25.83273696899414, 23.348064422607422, 1.447619080543518, 7.517560005187988, 131.1245574951172, 16.456546783447266, 28.620983123779297, 58.2867546081543, 69.79285430908203, 77.57604217529297, 149.32723999023438, 339.67767333984375, 401.5446472167969, 510.8877868652344, 563.1022338867188, 689.3118896484375, 726.413818359375, 861.55517578125, 857.643310546875]","[50.13894623521864, 50.138825659253385, 50.13837656386747, 50.139593763819796, 50.137402341963785, 50.13877265107469, 50.13847044579002, 50.13778571410573, 50.13834369731554, 50.1388598915743, 50.140040516392446, 50.13821677620335, 50.13779882871901, 50.13732510353643, 50.136695675743084, 50.13615882977757, 50.13703479797592, 50.13884967789325, 50.137773418122585, 50.13866571608683, 50.136370400144756, 50.1381881015018, 50.135813251142565, 50.13945079057727, 50.13909457558485]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03 6.82666667e-03 1.02400000e-02
 1.36533333e-02]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False]",0.7941203361348766
"(362, 271)",0.005958323566480722,0.0001479980713846484,0.7262682166558259,180,"[31.899105072021484, 36.965476989746094, 12.313838958740234, 14.727380752563477, 38.29732131958008, 49.83333206176758, 26.41681480407715, 97.34672546386719, 60.8125, 183.56576538085938, 321.79150390625, 326.85015869140625, 513.2171020507812, 648.0946044921875, 778.21337890625, 1069.4755859375, 1222.4368896484375, 1310.639404296875, 1353.32666015625, 1413.985595703125, 1197.025390625, 978.804931640625, 675.2300415039062, 352.7898864746094, 199.3950958251953]","[50.13894623521864, 50.138825659253385, 50.13837656386747, 50.139593763819796, 50.137402341963785, 50.13877265107469, 50.13847044579002, 50.13778571410573, 50.13834369731554, 50.1388598915743, 50.140040516392446, 50.13821677620335, 50.13779882871901, 50.13732510353643, 50.136695675743084, 50.13615882977757, 50.13703479797592, 50.13884967789325, 50.137773418122585, 50.13866571608683, 50.136370400144756, 50.1381881015018, 50.135813251142565, 50.13945079057727, 50.13909457558485]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03 6.82666667e-03 1.02400000e-02
 1.36533333e-02]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False]",0.9177262041987245
"(446, 29)",0.005449875037491837,0.0001278577193241863,0.7664113294463383,180,"[83.08006286621094, 85.9000015258789, 0.023065567016601562, 43.88616180419922, 17.318750381469727, 150.40402221679688, 113.31770324707031, 79.2139892578125, 235.11160278320312, 296.4743957519531, 194.56338500976562, 532.88330078125, 605.1707763671875, 749.6553955078125, 923.3980712890625, 1114.4747314453125, 1340.690673828125, 1365.125, 1432.5181884765625, 1401.4757080078125, 1232.76708984375, 935.2464599609375, 665.67578125, 379.94940185546875, 204.42410278320312]","[50.13894623521864, 50.138825659253385, 50.13837656386747, 50.139593763819796, 50.137402341963785, 50.13877265107469, 50.13847044579002, 50.13778571410573, 50.13834369731554, 50.1388598915743, 50.140040516392446, 50.13821677620335, 50.13779882871901, 50.13732510353643, 50.136695675743084, 50.13615882977757, 50.13703479797592, 50.13884967789325, 50.137773418122585, 50.13866571608683, 50.136370400144756, 50.1381881015018, 50.135813251142565, 50.13945079057727, 50.13909457558485]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03 6.82666667e-03 1.02400000e-02
 1.36533333e-02]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False]",0.07301818878026765
"(291, 283)",0.004184622826074108,0.0001029994391209108,0.7274273759758338,180,"[13.762351036071777, 27.108184814453125, 4.5928568840026855, 67.0531234741211, 103.10714721679688, 107.68973541259766, 131.46859741210938, 174.86146545410156, 214.46310424804688, 350.4117431640625, 352.1541748046875, 489.07470703125, 699.3184814453125, 874.346435546875, 1004.3363037109375, 1243.300537109375, 1293.223388671875, 1360.665283203125, 1340.146484375, 1174.1627197265625, 966.1353759765625, 688.8294677734375, 468.5307922363281, 186.58065795898438, 162.06100463867188]","[50.13894623521864, 50.138825659253385, 50.13837656386747, 50.139593763819796, 50.137402341963785, 50.13877265107469, 50.13847044579002, 50.13778571410573, 50.13834369731554, 50.1388598915743, 50.140040516392446, 50.13821677620335, 50.13779882871901, 50.13732510353643, 50.136695675743084, 50.13615882977757, 50.13703479797592, 50.13884967789325, 50.137773418122585, 50.13866571608683, 50.136370400144756, 50.1381881015018, 50.135813251142565, 50.13945079057727, 50.13909457558485]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03 6.82666667e-03 1.02400000e-02
 1.36533333e-02]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False]",0.8366229851444207
"(303, 69)",0.02654421239405808,0.001965050985125346,0.3826625062938749,180,"[42.76339340209961, 13.2849702835083, 28.743600845336914, 10.116518020629883, 25.219196319580078, 67.50892639160156, 35.981101989746094, 47.398658752441406, 48.222469329833984, 24.386905670166016, 75.2831802368164, 49.545982360839844, 101.83407592773438, 7.653869152069092, 188.54776000976562, 178.82009887695312, 186.78526306152344, 355.1163635253906, 357.6781005859375, 506.0020751953125, 615.584228515625, 692.0015869140625, 764.7059326171875, 661.771728515625, 714.2482299804688]","[50.13894623521864, 50.138825659253385, 50.13837656386747, 50.139593763819796, 50.137402341963785, 50.13877265107469, 50.13847044579002, 50.13778571410573, 50.13834369731554, 50.1388598915743, 50.140040516392446, 50.13821677620335, 50.13779882871901, 50.13732510353643, 50.136695675743084, 50.13615882977757, 50.13703479797592, 50.13884967789325, 50.137773418122585, 50.13866571608683, 50.136370400144756, 50.1381881015018, 50.135813251142565, 50.13945079057727, 50.13909457558485]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03 6.82666667e-03 1.02400000e-02
 1.36533333e-02]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False]",0.905882740246232
"(254, 50)",0.008249112215155258,0.0008703292348941168,0.17560881676917703,180,"[5.71101188659668, 32.22113037109375, 31.725000381469727, 25.66934585571289, 28.95535659790039, 39.77396011352539, 30.359970092773438, 65.39717102050781, 0.21428489685058594, 27.751487731933594, 37.086753845214844, 24.180505752563477, 122.0236587524414, 130.42425537109375, 104.90312194824219, 188.639892578125, 299.0104064941406, 275.0165100097656, 338.7104187011719, 346.8253173828125, 332.10968017578125, 274.50787353515625, 193.72708129882812, 182.8468780517578, 108.36161041259766]","[50.13894623521864, 50.138825659253385, 50.13837656386747, 50.139593763819796, 50.137402341963785, 50.13877265107469, 50.13847044579002, 50.13778571410573, 50.13834369731554, 50.1388598915743, 50.140040516392446, 50.13821677620335, 50.13779882871901, 50.13732510353643, 50.136695675743084, 50.13615882977757, 50.13703479797592, 50.13884967789325, 50.137773418122585, 50.13866571608683, 50.136370400144756, 50.1381881015018, 50.135813251142565, 50.13945079057727, 50.13909457558485]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03 6.82666667e-03 1.02400000e-02
 1.36533333e-02]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False]",0.9991452580021426
"(798, 34)",0.0014354491555130435,3.224965412132393e-05,0.7963991437790451,180,"[57.179466247558594, 34.967411041259766, 84.53720092773438, 120.98883819580078, 89.78765106201172, 235.34762573242188, 286.9443359375, 434.38629150390625, 616.13330078125, 690.2999877929688, 951.6029052734375, 1167.1591796875, 1352.36767578125, 1475.739501953125, 1470.6612548828125, 1485.2923583984375, 1291.02197265625, 980.8358764648438, 780.8275146484375, 417.4892883300781, 221.89181518554688, 41.958778381347656, 35.20089340209961, 13.574405670166016, 12.044048309326172]","[50.13894623521864, 50.138825659253385, 50.13837656386747, 50.139593763819796, 50.137402341963785, 50.13877265107469, 50.13847044579002, 50.13778571410573, 50.13834369731554, 50.1388598915743, 50.140040516392446, 50.13821677620335, 50.13779882871901, 50.13732510353643, 50.136695675743084, 50.13615882977757, 50.13703479797592, 50.13884967789325, 50.137773418122585, 50.13866571608683, 50.136370400144756, 50.1381881015018, 50.135813251142565, 50.13945079057727, 50.13909457558485]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03 6.82666667e-03 1.02400000e-02
 1.36533333e-02]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False]",0.966167698719545
"(480, 51)",0.0016290919864730465,5.039903066067736e-05,0.5783407676097667,180,"[19.707738876342773, 26.488689422607422, 34.44881057739258, 24.822023391723633, 0.2270832061767578, 110.52842712402344, 210.62054443359375, 224.78274536132812, 324.64849853515625, 419.9349670410156, 655.1287231445312, 844.5806884765625, 912.1265869140625, 967.84228515625, 1146.085205078125, 1164.712158203125, 969.7559814453125, 850.8684692382812, 598.9736328125, 290.7601318359375, 187.190185546875, 47.391963958740234, 22.69761848449707, 11.414285659790039, 51.121726989746094]","[50.13894623521864, 50.138825659253385, 50.13837656386747, 50.139593763819796, 50.137402341963785, 50.13877265107469, 50.13847044579002, 50.13778571410573, 50.13834369731554, 50.1388598915743, 50.140040516392446, 50.13821677620335, 50.13779882871901, 50.13732510353643, 50.136695675743084, 50.13615882977757, 50.13703479797592, 50.13884967789325, 50.137773418122585, 50.13866571608683, 50.136370400144756, 50.1381881015018, 50.135813251142565, 50.13945079057727, 50.13909457558485]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03 6.82666667e-03 1.02400000e-02
 1.36533333e-02]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False]",0.5223234198225093
"(82, 114)",0.0012288064498225334,3.1019653711885576e-05,0.7088250962748635,180,"[57.29866027832031, 24.107440948486328, 47.36280059814453, 100.87812805175781, 237.47216796875, 276.9804992675781, 331.4598388671875, 439.5959777832031, 577.2626342773438, 753.983642578125, 890.9649047851562, 1073.0477294921875, 1219.5865478515625, 1364.237548828125, 1383.606689453125, 1251.358642578125, 999.2775268554688, 811.107421875, 498.4803466796875, 276.1081848144531, 198.35877990722656, 7.145535469055176, 34.347023010253906, 13.636308670043945, 66.47366333007812]","[50.13894623521864, 50.138825659253385, 50.13837656386747, 50.139593763819796, 50.137402341963785, 50.13877265107469, 50.13847044579002, 50.13778571410573, 50.13834369731554, 50.1388598915743, 50.140040516392446, 50.13821677620335, 50.13779882871901, 50.13732510353643, 50.136695675743084, 50.13615882977757, 50.13703479797592, 50.13884967789325, 50.137773418122585, 50.13866571608683, 50.136370400144756, 50.1381881015018, 50.135813251142565, 50.13945079057727, 50.13909457558485]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03 6.82666667e-03 1.02400000e-02
 1.36533333e-02]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False]",0.874498509061541
"(612, 129)",0.001439269922181025,3.302451177667106e-05,0.7797827626928608,180,"[26.41413688659668, 88.60356903076172, 98.42961120605469, 130.11264038085938, 74.81324005126953, 223.2876434326172, 330.44329833984375, 422.9837646484375, 557.229736328125, 854.291259765625, 921.3123779296875, 1117.604248046875, 1328.43408203125, 1339.136962890625, 1494.101318359375, 1419.593505859375, 1248.85009765625, 1009.143310546875, 723.4141235351562, 509.95147705078125, 228.83035278320312, 0.24880945682525635, 72.27812194824219, 35.8662223815918, 55.52693557739258]","[50.13894623521864, 50.138825659253385, 50.13837656386747, 50.139593763819796, 50.137402341963785, 50.13877265107469, 50.13847044579002, 50.13778571410573, 50.13834369731554, 50.1388598915743, 50.140040516392446, 50.13821677620335, 50.13779882871901, 50.13732510353643, 50.136695675743084, 50.13615882977757, 50.13703479797592, 50.13884967789325, 50.137773418122585, 50.13866571608683, 50.136370400144756, 50.1381881015018, 50.135813251142565, 50.13945079057727, 50.13909457558485]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03 6.82666667e-03 1.02400000e-02
 1.36533333e-02]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False]",0.08391380151225306
"(592, 42)",0.0011977692329489147,2.8427270158000487e-05,0.7539396941112976,180,"[5.70074462890625, 58.219642639160156, 103.65475463867188, 145.34523010253906, 178.98184204101562, 312.408203125, 352.1168212890625, 533.6209716796875, 584.1669921875, 842.612060546875, 991.4901123046875, 1238.7254638671875, 1287.9954833984375, 1368.89453125, 1383.450927734375, 1331.416259765625, 1117.37841796875, 847.3031005859375, 591.0330200195312, 276.1744079589844, 51.36398696899414, 45.818603515625, 27.002233505249023, 47.84821701049805, 35.65416717529297]","[50.13894623521864, 50.138825659253385, 50.13837656386747, 50.139593763819796, 50.137402341963785, 50.13877265107469, 50.13847044579002, 50.13778571410573, 50.13834369731554, 50.1388598915743, 50.140040516392446, 50.13821677620335, 50.13779882871901, 50.13732510353643, 50.136695675743084, 50.13615882977757, 50.13703479797592, 50.13884967789325, 50.137773418122585, 50.13866571608683, 50.136370400144756, 50.1381881015018, 50.135813251142565, 50.13945079057727, 50.13909457558485]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03 6.82666667e-03 1.02400000e-02
 1.36533333e-02]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False]",0.5019685316206471
"(12, 77)",0.0018529637892378999,0.00011762700922123619,0.28184666492245647,180,"[57.4755973815918, 14.829017639160156, 0.3709831237792969, 29.771577835083008, 0.6736607551574707, 29.33794593811035, 63.85282897949219, 18.440773010253906, 42.833927154541016, 184.0740966796875, 264.3294677734375, 349.0256042480469, 370.93499755859375, 539.4080200195312, 558.0432739257812, 626.0889892578125, 585.22021484375, 400.60491943359375, 233.108642578125, 190.23825073242188, 64.3049087524414, 97.12515258789062, 33.57366180419922, 16.815624237060547, 40.41041564941406]","[50.13894623521864, 50.138825659253385, 50.13837656386747, 50.139593763819796, 50.137402341963785, 50.13877265107469, 50.13847044579002, 50.13778571410573, 50.13834369731554, 50.1388598915743, 50.140040516392446, 50.13821677620335, 50.13779882871901, 50.13732510353643, 50.136695675743084, 50.13615882977757, 50.13703479797592, 50.13884967789325, 50.137773418122585, 50.13866571608683, 50.136370400144756, 50.1381881015018, 50.135813251142565, 50.13945079057727, 50.13909457558485]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03 6.82666667e-03 1.02400000e-02
 1.36533333e-02]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False]",0.3375874002280327
"(559, 80)",0.0012966299102735146,2.919782809354634e-05,0.7945973632566421,180,"[47.197021484375, 108.38481903076172, 160.99032592773438, 143.26756286621094, 186.65579223632812, 331.2559509277344, 397.3419494628906, 528.7532958984375, 607.7340698242188, 835.5119018554688, 959.9425659179688, 1195.511474609375, 1403.5340576171875, 1421.744384765625, 1492.878662109375, 1468.477294921875, 1163.156005859375, 915.317626953125, 672.0947875976562, 399.38916015625, 193.88185119628906, 157.328857421875, 23.12514877319336, 16.05744171142578, 86.60535430908203]","[50.13894623521864, 50.138825659253385, 50.13837656386747, 50.139593763819796, 50.137402341963785, 50.13877265107469, 50.13847044579002, 50.13778571410573, 50.13834369731554, 50.1388598915743, 50.140040516392446, 50.13821677620335, 50.13779882871901, 50.13732510353643, 50.136695675743084, 50.13615882977757, 50.13703479797592, 50.13884967789325, 50.137773418122585, 50.13866571608683, 50.136370400144756, 50.1381881015018, 50.135813251142565, 50.13945079057727, 50.13909457558485]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03 6.82666667e-03 1.02400000e-02
 1.36533333e-02]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False]",0.07257281991212634
"(553, 152)",0.0014352965766603627,3.744576507375576e-05,0.6858149996309406,180,"[11.767559051513672, 24.756546020507812, 74.62828063964844, 98.37410736083984, 75.28764343261719, 154.52291870117188, 241.606689453125, 366.69805908203125, 500.5497131347656, 630.6538696289062, 839.3720703125, 1040.5799560546875, 1164.350830078125, 1269.281982421875, 1246.723876953125, 1210.330322265625, 1169.04345703125, 837.606689453125, 682.3720092773438, 383.52813720703125, 175.48928833007812, 52.10342025756836, 22.235862731933594, 53.75639724731445, 53.11249923706055]","[50.13894623521864, 50.138825659253385, 50.13837656386747, 50.139593763819796, 50.137402341963785, 50.13877265107469, 50.13847044579002, 50.13778571410573, 50.13834369731554, 50.1388598915743, 50.140040516392446, 50.13821677620335, 50.13779882871901, 50.13732510353643, 50.136695675743084, 50.13615882977757, 50.13703479797592, 50.13884967789325, 50.137773418122585, 50.13866571608683, 50.136370400144756, 50.1381881015018, 50.135813251142565, 50.13945079057727, 50.13909457558485]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03 6.82666667e-03 1.02400000e-02
 1.36533333e-02]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False]",0.883041928086852
"(136, 216)",0.0014232559519436168,3.73175340826497e-05,0.6823998299496088,180,"[50.282291412353516, 47.39017868041992, 55.821876525878906, 89.2532730102539, 155.13809204101562, 151.23944091796875, 168.21652221679688, 221.45387268066406, 462.033203125, 598.9864501953125, 787.641845703125, 1088.3587646484375, 1160.7642822265625, 1285.8992919921875, 1351.8804931640625, 1239.2890625, 1048.0889892578125, 870.1038818359375, 638.7506103515625, 304.58929443359375, 165.49539184570312, 90.72306823730469, 47.556396484375, 8.702083587646484, 19.714731216430664]","[50.13894623521864, 50.138825659253385, 50.13837656386747, 50.139593763819796, 50.137402341963785, 50.13877265107469, 50.13847044579002, 50.13778571410573, 50.13834369731554, 50.1388598915743, 50.140040516392446, 50.13821677620335, 50.13779882871901, 50.13732510353643, 50.136695675743084, 50.13615882977757, 50.13703479797592, 50.13884967789325, 50.137773418122585, 50.13866571608683, 50.136370400144756, 50.1381881015018, 50.135813251142565, 50.13945079057727, 50.13909457558485]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03 6.82666667e-03 1.02400000e-02
 1.36533333e-02]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False]",0.7225251877139169
"(159, 230)",0.001525630916010037,5.44304388921457e-05,0.5015003265389181,180,"[82.44568634033203, 90.83050537109375, 74.17276763916016, 110.97425842285156, 70.62142944335938, 220.6293182373047, 134.9071502685547, 215.28616333007812, 258.94598388671875, 415.65594482421875, 529.3671264648438, 736.73095703125, 895.7813720703125, 875.293701171875, 993.589111328125, 916.1094970703125, 849.63720703125, 644.8839111328125, 482.1605529785156, 316.9203796386719, 121.79731750488281, 108.46592712402344, 33.686161041259766, 47.529762268066406, 5.968602180480957]","[50.13894623521864, 50.138825659253385, 50.13837656386747, 50.139593763819796, 50.137402341963785, 50.13877265107469, 50.13847044579002, 50.13778571410573, 50.13834369731554, 50.1388598915743, 50.140040516392446, 50.13821677620335, 50.13779882871901, 50.13732510353643, 50.136695675743084, 50.13615882977757, 50.13703479797592, 50.13884967789325, 50.137773418122585, 50.13866571608683, 50.136370400144756, 50.1381881015018, 50.135813251142565, 50.13945079057727, 50.13909457558485]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03 6.82666667e-03 1.02400000e-02
 1.36533333e-02]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False]",0.7703945617365767
"(8, 94)",0.0016354756834088104,6.884580887915204e-05,0.42503705446475526,180,"[88.08734893798828, 74.14910888671875, 83.03303527832031, 4.74613094329834, 18.2065486907959, 174.12127685546875, 213.07098388671875, 182.3077392578125, 181.66012573242188, 311.5191955566406, 419.9611511230469, 565.9540405273438, 745.353759765625, 799.071533203125, 812.8991088867188, 786.134521484375, 719.7852783203125, 592.9786987304688, 419.310546875, 308.42352294921875, 143.10446166992188, 88.39776611328125, 57.49225997924805, 33.25238037109375, 64.13764953613281]","[50.13894623521864, 50.138825659253385, 50.13837656386747, 50.139593763819796, 50.137402341963785, 50.13877265107469, 50.13847044579002, 50.13778571410573, 50.13834369731554, 50.1388598915743, 50.140040516392446, 50.13821677620335, 50.13779882871901, 50.13732510353643, 50.136695675743084, 50.13615882977757, 50.13703479797592, 50.13884967789325, 50.137773418122585, 50.13866571608683, 50.136370400144756, 50.1381881015018, 50.135813251142565, 50.13945079057727, 50.13909457558485]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03 6.82666667e-03 1.02400000e-02
 1.36533333e-02]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False]",0.6500595377085123
