Trampa,Tau,Error Tau,Pc,Temperatura,Intensidad,Error Intensidad,tph,Máscara,p-valor
"(269, 502)",0.0012722872552760021,2.345546192535168e-05,0.9708592213139056,166,"[39.406654357910156, 0.5866107940673828, 107.498779296875, 111.67915344238281, 227.22076416015625, 296.4024658203125, 321.49273681640625, 562.2008056640625, 616.9266357421875, 1011.4486694335938, 1141.773681640625, 1535.20703125, 1743.9180908203125, 1928.5782470703125, 1821.142822265625, 1777.03369140625, 1434.1768798828125, 1044.02099609375, 712.0556640625, 436.6344299316406, 221.88174438476562, 13.433998107910156]","[50.12744275838758, 50.13268585168054, 50.13341538977077, 50.13084215655985, 50.13774283677384, 50.139665466568154, 50.13727633361042, 50.13919466545445, 50.13750982298921, 50.13607439371135, 50.13775211809427, 50.13480629898624, 50.1403682760258, 50.13846125760767, 50.136337862450084, 50.13746788580393, 50.13379480598, 50.132348039338815, 50.131011726371185, 50.1342196856105, 50.133690740826324, 50.13514013944432]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03]","[False False False False False False False False False False False False
 False False False False False False False False False False]",0.4995251537015061
"(619, 495)",0.0025048303333518027,0.00023421178221696282,0.19553462031749055,166,"[49.12702178955078, 33.55024337768555, 26.472251892089844, 18.124462127685547, 4.143320083618164, 62.973060607910156, 39.08405303955078, 79.22360229492188, 77.87311553955078, 23.92214584350586, 178.21914672851562, 164.84576416015625, 172.01710510253906, 363.5911865234375, 342.91461181640625, 357.9453125, 449.126220703125, 311.6012878417969, 364.7795104980469, 183.50607299804688, 35.61072540283203, 119.63253784179688]","[50.12744275838758, 50.13268585168054, 50.13341538977077, 50.13084215655985, 50.13774283677384, 50.139665466568154, 50.13727633361042, 50.13919466545445, 50.13750982298921, 50.13607439371135, 50.13775211809427, 50.13480629898624, 50.1403682760258, 50.13846125760767, 50.136337862450084, 50.13746788580393, 50.13379480598, 50.132348039338815, 50.131011726371185, 50.1342196856105, 50.133690740826324, 50.13514013944432]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03]","[False False False False False False False False False False False False
 False False False False False False False False False False]",0.46254371680666573
"(250, 415)",0.0020859905196991563,0.00016834903813066137,0.22383939857323087,166,"[44.377960205078125, 95.20662689208984, 44.76374053955078, 50.32286834716797, 51.49770736694336, 105.0323257446289, 111.45635986328125, 39.19019317626953, 98.96699523925781, 121.97238159179688, 170.5911865234375, 213.89413452148438, 361.48370361328125, 383.44573974609375, 472.9207763671875, 399.9587707519531, 373.2503967285156, 356.2789611816406, 338.3905029296875, 173.03273010253906, 153.64735412597656, 67.03919982910156]","[50.12744275838758, 50.13268585168054, 50.13341538977077, 50.13084215655985, 50.13774283677384, 50.139665466568154, 50.13727633361042, 50.13919466545445, 50.13750982298921, 50.13607439371135, 50.13775211809427, 50.13480629898624, 50.1403682760258, 50.13846125760767, 50.136337862450084, 50.13746788580393, 50.13379480598, 50.132348039338815, 50.131011726371185, 50.1342196856105, 50.133690740826324, 50.13514013944432]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03]","[False False False False False False False False False False False False
 False False False False False False False False False False]",0.8299949629737344
"(463, 550)",0.0015631580987543994,0.00013561728562598512,0.20658970840846574,166,"[9.315597534179688, 6.031383514404297, 47.17753219604492, 22.069772720336914, 34.726295471191406, 49.94019317626953, 12.94194507598877, 0.2599676251411438, 65.34523010253906, 58.59496307373047, 203.03919982910156, 323.2497253417969, 349.55279541015625, 419.29498291015625, 410.407470703125, 446.8514404296875, 373.21563720703125, 304.8134460449219, 168.6888427734375, 10.301724433898926, 7.081764221191406, 4.360049247741699]","[50.12744275838758, 50.13268585168054, 50.13341538977077, 50.13084215655985, 50.13774283677384, 50.139665466568154, 50.13727633361042, 50.13919466545445, 50.13750982298921, 50.13607439371135, 50.13775211809427, 50.13480629898624, 50.1403682760258, 50.13846125760767, 50.136337862450084, 50.13746788580393, 50.13379480598, 50.132348039338815, 50.131011726371185, 50.1342196856105, 50.133690740826324, 50.13514013944432]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03]","[False False False False False False False False False False False False
 False False False False False False False False False False]",0.28708925055222523
"(798, 34)",0.0037826992586971167,9.425550193589179e-05,0.7798407750794712,171,"[10.447916984558105, 79.6061019897461, 39.116519927978516, 0.2519340515136719, 110.57574462890625, 37.62529754638672, 107.27246856689453, 219.77157592773438, 234.1063995361328, 253.25491333007812, 392.7260437011719, 652.029296875, 742.76025390625, 896.3056640625, 1188.903076171875, 1374.3692626953125, 1465.27783203125, 1498.20947265625, 1386.903076171875, 1210.289794921875, 974.1595458984375, 598.6400146484375]","[50.153292556884566, 50.15348848309466, 50.153975622995056, 50.15241462850006, 50.15386158463494, 50.15276352338528, 50.15177641047511, 50.151268087506715, 50.151399528204756, 50.15026224564397, 50.15401344988127, 50.15055508839817, 50.15373809346408, 50.15606732517444, 50.156578283324194, 50.15397078756156, 50.15656264576456, 50.15803791139387, 50.15864437458575, 50.153711107368956, 50.15239020020423, 50.15405981280139]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03]","[False False False False False False False False False False False False
 False False False False False False False False False False]",0.8456383433657909
"(592, 42)",0.002944202568262092,6.987021743544329e-05,0.7843000801454606,171,"[31.412649154663086, 37.339881896972656, 86.9700927734375, 65.86770629882812, 46.07752990722656, 89.84806823730469, 192.40133666992188, 213.8358612060547, 287.62408447265625, 394.5925598144531, 517.2662353515625, 754.2044677734375, 912.764892578125, 1167.083984375, 1265.7347412109375, 1427.1649169921875, 1494.012451171875, 1401.59375, 1354.4208984375, 1013.940185546875, 727.4722900390625, 443.2269287109375]","[50.153292556884566, 50.15348848309466, 50.153975622995056, 50.15241462850006, 50.15386158463494, 50.15276352338528, 50.15177641047511, 50.151268087506715, 50.151399528204756, 50.15026224564397, 50.15401344988127, 50.15055508839817, 50.15373809346408, 50.15606732517444, 50.156578283324194, 50.15397078756156, 50.15656264576456, 50.15803791139387, 50.15864437458575, 50.153711107368956, 50.15239020020423, 50.15405981280139]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03]","[False False False False False False False False False False False False
 False False False False False False False False False False]",0.9656826612362897
"(254, 50)",0.013560596263873568,0.0021521392112080645,0.23414014603583352,171,"[7.520981788635254, 5.484226226806641, 36.688541412353516, 26.1284236907959, 44.74836349487305, 40.878421783447266, 16.941518783569336, 61.4226188659668, 117.8200912475586, 2.6553573608398438, 12.847023963928223, 85.65045166015625, 7.202678680419922, 142.2581787109375, 183.8888397216797, 156.69479370117188, 237.4327392578125, 293.12542724609375, 322.591064453125, 464.09375, 465.71337890625, 432.9601135253906]","[50.153292556884566, 50.15348848309466, 50.153975622995056, 50.15241462850006, 50.15386158463494, 50.15276352338528, 50.15177641047511, 50.151268087506715, 50.151399528204756, 50.15026224564397, 50.15401344988127, 50.15055508839817, 50.15373809346408, 50.15606732517444, 50.156578283324194, 50.15397078756156, 50.15656264576456, 50.15803791139387, 50.15864437458575, 50.153711107368956, 50.15239020020423, 50.15405981280139]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03]","[False False False False False False False False False False False False
 False False False False False False False False False False]",0.8976361733400364
"(480, 51)",0.0036631204164160776,0.00011391744992461978,0.6206618345598803,171,"[65.41934204101562, 7.393006324768066, 20.06101417541504, 89.29449462890625, 16.555057525634766, 141.70892333984375, 24.063243865966797, 102.89375305175781, 116.11741638183594, 193.46636962890625, 300.22308349609375, 384.5358581542969, 614.8568115234375, 867.7744140625, 922.1511840820312, 1070.2662353515625, 1137.565673828125, 1264.1903076171875, 1177.676513671875, 962.3541870117188, 671.9530029296875, 375.32440185546875]","[50.153292556884566, 50.15348848309466, 50.153975622995056, 50.15241462850006, 50.15386158463494, 50.15276352338528, 50.15177641047511, 50.151268087506715, 50.151399528204756, 50.15026224564397, 50.15401344988127, 50.15055508839817, 50.15373809346408, 50.15606732517444, 50.156578283324194, 50.15397078756156, 50.15656264576456, 50.15803791139387, 50.15864437458575, 50.153711107368956, 50.15239020020423, 50.15405981280139]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03]","[False False False False False False False False False False False False
 False False False False False False False False False False]",0.16165550985989222
"(12, 77)",0.0043363930841156615,0.0002504108056443291,0.3477135066623772,171,"[0.8407740592956543, 3.479315757751465, 21.66919708251953, 28.70520782470703, 25.71413803100586, 15.686903953552246, 9.340625762939453, 51.07366180419922, 10.331993103027344, 91.78631591796875, 90.32008361816406, 104.13943481445312, 286.95343017578125, 313.70654296875, 515.0227661132812, 628.7034301757812, 677.004150390625, 740.2791748046875, 683.509521484375, 561.9742431640625, 407.07501220703125, 282.3565673828125]","[50.153292556884566, 50.15348848309466, 50.153975622995056, 50.15241462850006, 50.15386158463494, 50.15276352338528, 50.15177641047511, 50.151268087506715, 50.151399528204756, 50.15026224564397, 50.15401344988127, 50.15055508839817, 50.15373809346408, 50.15606732517444, 50.156578283324194, 50.15397078756156, 50.15656264576456, 50.15803791139387, 50.15864437458575, 50.153711107368956, 50.15239020020423, 50.15405981280139]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03]","[False False False False False False False False False False False False
 False False False False False False False False False False]",0.43928316688181046
"(559, 80)",0.003251458607923763,7.745199229874618e-05,0.7928259557814973,171,"[63.204166412353516, 14.715476989746094, 61.527679443359375, 63.69642639160156, 89.76949310302734, 152.62783813476562, 118.66592407226562, 289.8111572265625, 299.672607421875, 385.52471923828125, 506.00238037109375, 706.90771484375, 805.46142578125, 1066.60498046875, 1264.6513671875, 1469.51220703125, 1470.3951416015625, 1501.430419921875, 1308.6412353515625, 1121.47900390625, 840.84912109375, 571.7551879882812]","[50.153292556884566, 50.15348848309466, 50.153975622995056, 50.15241462850006, 50.15386158463494, 50.15276352338528, 50.15177641047511, 50.151268087506715, 50.151399528204756, 50.15026224564397, 50.15401344988127, 50.15055508839817, 50.15373809346408, 50.15606732517444, 50.156578283324194, 50.15397078756156, 50.15656264576456, 50.15803791139387, 50.15864437458575, 50.153711107368956, 50.15239020020423, 50.15405981280139]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03]","[False False False False False False False False False False False False
 False False False False False False False False False False]",0.7484927961271626
"(8, 94)",0.0039922645183999095,0.0001735290655506093,0.45249891659677344,171,"[47.59955596923828, 82.66964721679688, 47.72603988647461, 95.34211730957031, 66.63720703125, 135.93824768066406, 104.58676147460938, 114.67901611328125, 79.19538879394531, 111.8355712890625, 183.2052001953125, 286.9327392578125, 522.1539916992188, 485.88824462890625, 636.98974609375, 797.4227294921875, 885.6818237304688, 841.0119018554688, 819.9697875976562, 733.0455322265625, 532.1376953125, 432.45953369140625]","[50.153292556884566, 50.15348848309466, 50.153975622995056, 50.15241462850006, 50.15386158463494, 50.15276352338528, 50.15177641047511, 50.151268087506715, 50.151399528204756, 50.15026224564397, 50.15401344988127, 50.15055508839817, 50.15373809346408, 50.15606732517444, 50.156578283324194, 50.15397078756156, 50.15656264576456, 50.15803791139387, 50.15864437458575, 50.153711107368956, 50.15239020020423, 50.15405981280139]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03]","[False False False False False False False False False False False False
 False False False False False False False False False False]",0.26119486318256535
"(82, 114)",0.003164820144452519,8.354782580810154e-05,0.7123446358001538,171,"[17.161754608154297, 32.18050765991211, 16.50565528869629, 35.706398010253906, 123.61785888671875, 113.23318481445312, 122.01250457763672, 105.9403305053711, 198.18421936035156, 433.1888427734375, 476.3945007324219, 577.1968994140625, 784.2919921875, 947.4149169921875, 1143.0673828125, 1322.13134765625, 1338.3043212890625, 1354.822998046875, 1247.8782958984375, 945.2928466796875, 743.881103515625, 394.85626220703125]","[50.153292556884566, 50.15348848309466, 50.153975622995056, 50.15241462850006, 50.15386158463494, 50.15276352338528, 50.15177641047511, 50.151268087506715, 50.151399528204756, 50.15026224564397, 50.15401344988127, 50.15055508839817, 50.15373809346408, 50.15606732517444, 50.156578283324194, 50.15397078756156, 50.15656264576456, 50.15803791139387, 50.15864437458575, 50.153711107368956, 50.15239020020423, 50.15405981280139]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03]","[False False False False False False False False False False False False
 False False False False False False False False False False]",0.9260755679676064
"(612, 129)",0.0035269780004723605,8.62428743062457e-05,0.7834981958310817,171,"[45.39270782470703, 26.927974700927734, 33.59389877319336, 25.94583511352539, 97.46369171142578, 105.09777069091797, 190.11459350585938, 200.04046630859375, 216.36488342285156, 284.68853759765625, 548.6962890625, 564.0187377929688, 806.8421630859375, 1040.39794921875, 1213.1483154296875, 1410.081298828125, 1443.3662109375, 1447.2698974609375, 1400.593994140625, 1166.751953125, 902.0166015625, 595.60791015625]","[50.153292556884566, 50.15348848309466, 50.153975622995056, 50.15241462850006, 50.15386158463494, 50.15276352338528, 50.15177641047511, 50.151268087506715, 50.151399528204756, 50.15026224564397, 50.15401344988127, 50.15055508839817, 50.15373809346408, 50.15606732517444, 50.156578283324194, 50.15397078756156, 50.15656264576456, 50.15803791139387, 50.15864437458575, 50.153711107368956, 50.15239020020423, 50.15405981280139]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03]","[False False False False False False False False False False False False
 False False False False False False False False False False]",0.706578019001533
"(554, 141)",0.003699191637172887,0.00020674181199112704,0.3460552479989191,171,"[66.56636810302734, 2.653125047683716, 46.48511505126953, 23.71651840209961, 60.83943557739258, 2.5989580154418945, 126.875, 87.62753295898438, 81.15684509277344, 172.92916870117188, 218.59478759765625, 234.13943481445312, 315.7453918457031, 476.1956787109375, 611.7288818359375, 594.4326171875, 566.605224609375, 625.6334838867188, 605.8244018554688, 553.2216796875, 448.798828125, 291.59002685546875]","[50.153292556884566, 50.15348848309466, 50.153975622995056, 50.15241462850006, 50.15386158463494, 50.15276352338528, 50.15177641047511, 50.151268087506715, 50.151399528204756, 50.15026224564397, 50.15401344988127, 50.15055508839817, 50.15373809346408, 50.15606732517444, 50.156578283324194, 50.15397078756156, 50.15656264576456, 50.15803791139387, 50.15864437458575, 50.153711107368956, 50.15239020020423, 50.15405981280139]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03]","[False False False False False False False False False False False False
 False False False False False False False False False False]",0.6344043951975016
"(553, 152)",0.0035623053320928905,9.392285376607116e-05,0.7280290100580701,171,"[11.244195938110352, 10.710268020629883, 7.199703216552734, 13.014137268066406, 60.063690185546875, 10.51011848449707, 103.39092254638672, 97.50341796875, 189.87142944335938, 382.546142578125, 437.638671875, 591.012451171875, 740.586181640625, 990.5625, 1123.2548828125, 1290.369873046875, 1292.257568359375, 1354.8355712890625, 1320.9443359375, 1071.5185546875, 934.314453125, 484.98126220703125]","[50.153292556884566, 50.15348848309466, 50.153975622995056, 50.15241462850006, 50.15386158463494, 50.15276352338528, 50.15177641047511, 50.151268087506715, 50.151399528204756, 50.15026224564397, 50.15401344988127, 50.15055508839817, 50.15373809346408, 50.15606732517444, 50.156578283324194, 50.15397078756156, 50.15656264576456, 50.15803791139387, 50.15864437458575, 50.153711107368956, 50.15239020020423, 50.15405981280139]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03]","[False False False False False False False False False False False False
 False False False False False False False False False False]",0.4920054014577846
"(34, 203)",0.00381082136628282,0.00020895889933561404,0.3549472892196746,171,"[8.289434432983398, 43.722171783447266, 84.05684661865234, 16.892261505126953, 71.39702606201172, 80.20059204101562, 20.842411041259766, 52.42142868041992, 46.8898811340332, 70.7860107421875, 45.39910888671875, 244.1580352783203, 256.9879455566406, 475.5592346191406, 461.91961669921875, 698.210693359375, 714.974365234375, 740.0618896484375, 692.1972045898438, 491.87738037109375, 372.2763671875, 251.11993408203125]","[50.153292556884566, 50.15348848309466, 50.153975622995056, 50.15241462850006, 50.15386158463494, 50.15276352338528, 50.15177641047511, 50.151268087506715, 50.151399528204756, 50.15026224564397, 50.15401344988127, 50.15055508839817, 50.15373809346408, 50.15606732517444, 50.156578283324194, 50.15397078756156, 50.15656264576456, 50.15803791139387, 50.15864437458575, 50.153711107368956, 50.15239020020423, 50.15405981280139]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03]","[False False False False False False False False False False False False
 False False False False False False False False False False]",0.14806896163127378
"(166, 223)",0.0025217882125942357,7.0580333015667e-05,0.6538857652477003,171,"[42.920536041259766, 71.26056671142578, 59.8389892578125, 17.366069793701172, 58.840179443359375, 52.88526916503906, 135.21786499023438, 229.7638397216797, 228.07232666015625, 402.72515869140625, 546.4290161132812, 614.104736328125, 772.4086303710938, 1022.3756103515625, 1147.1744384765625, 1263.4622802734375, 1253.927734375, 1202.985107421875, 1011.2586669921875, 700.48095703125, 422.3232116699219, 280.349853515625]","[50.153292556884566, 50.15348848309466, 50.153975622995056, 50.15241462850006, 50.15386158463494, 50.15276352338528, 50.15177641047511, 50.151268087506715, 50.151399528204756, 50.15026224564397, 50.15401344988127, 50.15055508839817, 50.15373809346408, 50.15606732517444, 50.156578283324194, 50.15397078756156, 50.15656264576456, 50.15803791139387, 50.15864437458575, 50.153711107368956, 50.15239020020423, 50.15405981280139]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03]","[False False False False False False False False False False False False
 False False False False False False False False False False]",0.9317147437514551
"(159, 230)",0.0038783700128555924,0.00014774271241450637,0.5129005407797729,171,"[40.43050765991211, 54.97127914428711, 67.59732055664062, 41.55610275268555, 57.466522216796875, 53.16339111328125, 166.55014038085938, 19.968894958496094, 199.04122924804688, 209.47708129882812, 271.953125, 362.93585205078125, 389.46502685546875, 643.1226196289062, 778.0877685546875, 857.9151611328125, 975.310302734375, 1021.7774047851562, 928.9052734375, 794.9537353515625, 630.94775390625, 408.318603515625]","[50.153292556884566, 50.15348848309466, 50.153975622995056, 50.15241462850006, 50.15386158463494, 50.15276352338528, 50.15177641047511, 50.151268087506715, 50.151399528204756, 50.15026224564397, 50.15401344988127, 50.15055508839817, 50.15373809346408, 50.15606732517444, 50.156578283324194, 50.15397078756156, 50.15656264576456, 50.15803791139387, 50.15864437458575, 50.153711107368956, 50.15239020020423, 50.15405981280139]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03]","[False False False False False False False False False False False False
 False False False False False False False False False False]",0.8169525588520427
"(456, 242)",0.004470261290730399,0.00017644416390505462,0.5129281240594777,171,"[35.57098388671875, 64.87142944335938, 46.82544708251953, 24.703868865966797, 79.43571472167969, 44.05133819580078, 23.698959350585938, 69.1169662475586, 24.984970092773438, 99.65327453613281, 108.58214569091797, 345.8892822265625, 394.94403076171875, 534.1028442382812, 626.06396484375, 921.0350952148438, 1021.2784423828125, 994.7532958984375, 1016.723388671875, 839.8721923828125, 646.3073120117188, 482.05670166015625]","[50.153292556884566, 50.15348848309466, 50.153975622995056, 50.15241462850006, 50.15386158463494, 50.15276352338528, 50.15177641047511, 50.151268087506715, 50.151399528204756, 50.15026224564397, 50.15401344988127, 50.15055508839817, 50.15373809346408, 50.15606732517444, 50.156578283324194, 50.15397078756156, 50.15656264576456, 50.15803791139387, 50.15864437458575, 50.153711107368956, 50.15239020020423, 50.15405981280139]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03]","[False False False False False False False False False False False False
 False False False False False False False False False False]",0.19321964064248157
"(325, 30)",0.002886147955698667,0.00023281410269608902,0.23014782050363197,171,"[27.714136123657227, 8.215922355651855, 50.23780059814453, 17.514286041259766, 8.51175594329834, 18.628273010253906, 79.70832824707031, 165.45358276367188, 189.20001220703125, 154.07440185546875, 226.41561889648438, 317.2485046386719, 275.93450927734375, 304.8511962890625, 366.64105224609375, 377.7615966796875, 352.40460205078125, 423.25, 349.9034423828125, 332.5877990722656, 290.63494873046875, 160.61935424804688]","[50.153292556884566, 50.15348848309466, 50.153975622995056, 50.15241462850006, 50.15386158463494, 50.15276352338528, 50.15177641047511, 50.151268087506715, 50.151399528204756, 50.15026224564397, 50.15401344988127, 50.15055508839817, 50.15373809346408, 50.15606732517444, 50.156578283324194, 50.15397078756156, 50.15656264576456, 50.15803791139387, 50.15864437458575, 50.153711107368956, 50.15239020020423, 50.15405981280139]","[3.33333333e-06 5.00000000e-06 6.66666667e-06 1.00000000e-05
 1.33333333e-05 2.00000000e-05 2.66666667e-05 4.00000000e-05
 5.33333333e-05 8.00000000e-05 1.06666667e-04 1.60000000e-04
 2.13333333e-04 3.20000000e-04 4.26666667e-04 6.40000000e-04
 8.53333333e-04 1.28000000e-03 1.70666667e-03 2.56000000e-03
 3.41333333e-03 5.12000000e-03]","[False False False False False False False False False False False False
 False False False False False False False False False False]",0.11982311520254664
